STRNAME,SURFACE,FEDAID,COND_2019,COND_2021,COND_2022,COND_2023,COND_2024,COND_2025
2nd Blvd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd Blvd,Asphalt,Yes,Poor,Poor,Poor,Poor,Fair,Fair
2nd Blvd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
2nd Blvd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd Blvd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd Blvd,Asphalt,Yes,Poor,Good,Poor,Poor,Poor,Poor
2nd Blvd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd Blvd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd Blvd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd Blvd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
2nd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
2nd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
2nd St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
2nd St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
2nd St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
2nd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Asphalt,No,Fair,Fair,Poor,Poor,Poor,Poor
2nd St,Asphalt,No,Poor,Poor,Good,Good,Good,Good
2nd St,Asphalt,No,Fair,Fair,Good,Good,Good,Good
2nd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Concrete,Yes,Good,Good,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Good,Good,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Good,Good,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Good,Good,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Good,Good,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Poor,Poor,Poor,Poor,Fair,Fair
2nd St,Concrete,Yes,Poor,Poor,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
2nd St,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Good,Fair,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Poor,Fair,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Good,Good,Fair,Fair,Fair,Fair
2nd St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
2nd St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
2nd St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
2nd St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
2nd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
2nd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
2nd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
2nd St,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Poor
2nd St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
2nd St,Asphalt,Yes,Fair,Poor,Poor,Good,Good,Fair
2nd St,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
2nd St,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
2nd St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
2nd St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
2nd St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
2nd/Fisher Cutoff,Asphalt,Yes,Fair,Fair,Fair,Good,Good,Good
3 Mile Dr,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3 Mile Dr,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3 Mile Dr,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
3 Mile Dr,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
30th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
30th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
30th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
30th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
30th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
30th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
30th St,Concrete,Yes,Good,Poor,Fair,Fair,Good,Good
30th St,Concrete,Yes,Good,Poor,Fair,Fair,Good,Good
30th St,Concrete,Yes,Good,Good,Good,Good,Good,Good
30th St,Concrete,Yes,Good,Fair,Good,Good,Good,Good
30th St,Asphalt,Yes,Poor,Fair,Poor,Poor,Poor,Poor
30th/E I 94 RAMP (212G),Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
30th/E I 94 RAMP (212G),Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
30th/W I 94 RAMP (212E),Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Fair
30th/W I 94 RAMP (212E),Asphalt,Yes,Fair,Good,Good,Fair,Fair,Good
30th/W I 94 RAMP (212E),Asphalt,Yes,Fair,Good,Good,Fair,Fair,Good
31st St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
31st St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
31st St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
31st St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
32nd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
32nd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
32nd St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
33rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
33rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
33rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
35th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
35th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
35th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
3rd St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,No,Fair,Fair,Fair,Fair,Poor,Poor
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Fair
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Fair,Fair
3rd St,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
3rd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
3rd St,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
3rd St,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
3rd St,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
3rd St,Concrete,Yes,Fair,Good,Good,Fair,Fair,Fair
3rd St,Concrete,Yes,Good,Good,Good,Fair,Fair,Fair
3rd St,Concrete,Yes,Fair,Poor,Poor,Poor,Poor,Good
3rd St,Concrete,Yes,Fair,Good,Good,Poor,Poor,Good
3rd St,Asphalt,Yes,Fair,Good,Good,Poor,Poor,Fair
3rd St,Asphalt,Yes,Fair,Good,Good,Poor,Poor,Fair
3rd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Poor,Fair,Poor,Poor,Fair,Fair
3rd St,Asphalt,Yes,Poor,Fair,Poor,Poor,Fair,Fair
3rd St,Asphalt,Yes,Poor,Fair,Poor,Poor,Fair,Fair
3rd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Good,Good
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Good,Good
3rd St,Asphalt,Yes,Good,Poor,Fair,Fair,Good,Good
3rd St,Asphalt,Yes,Good,Fair,Fair,Fair,Good,Good
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Fair,Fair
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Fair,Fair
3rd St,Asphalt,Yes,Good,Poor,Poor,Poor,Fair,Fair
3rd St,Asphalt,Yes,Good,Fair,Poor,Poor,Fair,Fair
3rd St,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Concrete,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Good,Poor,Poor,Good,Good
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Good,Good
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Poor,Poor,Poor
3rd St,Asphalt,Yes,Fair,Poor,Poor,Fair,Fair,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Poor
3rd St,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Asphalt,Yes,Good,Poor,Poor,Fair,Fair,Fair
3rd St,Asphalt,Yes,Good,Fair,Fair,Good,Good,Fair
3rd St,Asphalt,Yes,Good,Fair,Fair,Good,Good,Fair
3rd St,Asphalt,Yes,Good,Poor,Poor,Fair,Fair,Fair
3rd St,Asphalt,Yes,Good,Poor,Poor,Good,Good,Fair
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Fair,Good,Good,Fair,Fair,Fair
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Good,Fair,Fair,Good,Good,Fair
3rd St,Asphalt,Yes,Good,Fair,Fair,Good,Good,Fair
3rd St,Asphalt,Yes,Good,Fair,Fair,Good,Good,Fair
3rd St,Asphalt,Yes,Good,Fair,Fair,Good,Good,Poor
3rd St,Asphalt,Yes,Good,Fair,Fair,Good,Good,Poor
3rd St,Concrete,Yes,Good,Good,Good,Good,Good,Poor
3rd St,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Concrete,Yes,Poor,Good,Good,Good,Good,Poor
3rd St,Concrete,Yes,Poor,Good,Good,Good,Good,Poor
3rd St,Concrete,Yes,Poor,Good,Good,Good,Good,Poor
3rd St,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
3rd St,Concrete,Yes,Poor,Good,Good,Good,Good,Poor
3rd St,Concrete,Yes,Poor,Good,Good,Good,Good,Poor
3rd St,Concrete,Yes,Poor,Good,Good,Good,Good,Poor
3rd St,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Good,Good,Good,Fair
3rd St,Asphalt,Yes,Poor,Good,Fair,Fair,Fair,Fair
3rd St,Concrete,Yes,Good,Fair,Fair,Fair,Fair,Poor
3rd St,Concrete,Yes,Good,Fair,Fair,Fair,Fair,Fair
3rd St,Concrete,Yes,Good,Fair,Fair,Fair,Fair,Fair
3rd St,Asphalt,Yes,Good,Fair,Fair,Good,Good,Fair
4th Ave,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Fair
4th St,Gravel,No,Good,Good,Good,Good,Good,Good
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Fair,Fair,Fair,Fair,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Fair,Fair,Fair,Fair,Poor,Poor
4th St,Asphalt,No,Good,Good,Good,Good,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
4th St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
4th St,Asphalt,No,Fair,Fair,Fair,Fair,Fair,Fair
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Good,Good
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Concrete,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Fair,Fair
4th St,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
4th St,Concrete,No,Poor,Poor,Poor,Poor,Good,Good
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,No,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Good,Good,Fair,Fair,Fair
4th St,Asphalt,Yes,Poor,Good,Good,Fair,Fair,Fair
4th St,Asphalt,Yes,Poor,Good,Good,Fair,Fair,Fair
4th St,Asphalt,Yes,Poor,Good,Good,Fair,Fair,Poor
4th St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Fair,Fair,Poor,Poor,Poor
4th St,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Poor
4th St,Asphalt,Yes,Poor,Fair,Fair,Good,Good,Good
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Fair,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Fair,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Poor,Fair,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Fair,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Fair,Fair,Poor,Poor,Poor,Poor
5 Mile Rd,Concrete,Yes,Fair,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Concrete,Yes,Fair,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Good,Fair,Good,Good,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Fair,Fair,Poor
5 Mile Rd,Asphalt,Yes,Good,Poor,Fair,Fair,Fair,Fair
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
5 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Fair,Fair
5 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Fair,Fair
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Good,Good,Good,Good
5 Mile Rd,Asphalt,Yes,Fair,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Good,Good,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Good,Good,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Good,Good,Poor,Poor
5 Mile Rd,Concrete,Yes,Fair,Poor,Good,Good,Poor,Poor
5 Mile Rd,Concrete,Yes,Fair,Poor,Good,Good,Good,Good
5 Mile Rd,Concrete,Yes,Fair,Poor,Good,Good,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Good,Good
5 Mile Rd,Asphalt,Yes,Poor,Fair,Good,Good,Good,Good
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Fair,Fair,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Fair,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
5 Mile Rd,Asphalt,Yes,Poor,Poor,Poor,Poor,Poor,Poor
