route_location_id,route_id,beginning_milepoint,ending_milepoint,location_id,facility_type,program,num_aadt,num_caadt,num_single_unit_caadt,num_combined_unit_caadt,street_name,from_description,to_description,num_lanes,nfc_name,posted_speed,ObjectId,Shape__Length
0802803-82-0033-2.9980547-4.1260197,802803,2.998055,4.126019,82-0033,2 - Two-Way Roadway,Trunkline,54905,2636,1593,1043,8 Mile Rd E,JCT M-53,JCT M-97,4,Other principal arterial,40,1,2457.0388563957
0802803-82-0034-4.1260197-5.9037604,802803,4.126019,5.90376,82-0034,2 - Two-Way Roadway,Trunkline,37940,797,645,152,8 Mile Rd E,JCT M-97,JCT M-3,4,Other principal arterial,40,2,3872.45769746556
0802803-82-0137-5.9037604-7.2663327,802803,5.90376,7.266333,82-0137,2 - Two-Way Roadway,Trunkline,39725,913,794,119,8 Mile Rd E,JCT M-3,ECL DETROIT @ KELLY RD,4,Other principal arterial,40,3,2968.10196425331
1576405-82-0183-30.0896248-30.9830308,1576405,30.08962,30.98303,82-0183,2 - Two-Way Roadway,Trunkline,126670,9754,3167,6587,I 94,MT. ELLIOTT,JCT M-53  VAN DYKE,6,Interstate,55,4,1946.60403022451
1576405-82-0184-30.9830308-31.7726237,1576405,30.98303,31.77262,82-0184,2 - Two-Way Roadway,Trunkline,119706,8739,2873,5866,I 94,JCT M-53  VAN DYKE,JCT M-3  GRATIOT AVE,6,Interstate,55,5,1719.66559293881
1576405-82-0185-31.7726237-32.3171147,1576405,31.77262,32.31712,82-0185,2 - Two-Way Roadway,Trunkline,115544,8088,2542,5546,I 94,JCT M-3 GRATIOT AVE,FRENCH RD,6,Interstate,55,6,1185.08198356179
1576405-82-0187-35.8456853-36.5118613,1576405,35.84568,36.51186,82-0187,2 - Two-Way Roadway,Trunkline,121799,8525,2679,5846,I 94,CADIEUX RD,MOROSS RD,6,Interstate,55,7,1453.47168653209
1576405-82-0212-27.1722048-27.5009293,1576405,27.1722,27.50093,82-0212,2 - Two-Way Roadway,Trunkline,157338,14317,5034,9283,I 94,TRUMBULL,JCT M-10,6,Interstate,55,8,716.095526467032
1576405-82-0213-35.0488797-35.8456853,1576405,35.04888,35.84568,82-0213,2 - Two-Way Roadway,Trunkline,116517,8157,2564,5593,I 94,HARPER AVE,CADIEUX,6,Interstate,55,9,1737.82635191784
1576405-82-0214-24.0249942-24.5496836,1576405,24.02499,24.54968,82-0214,2 - Two-Way Roadway,Trunkline,131128,15472,4720,10752,I 94,CECIL AVE,LIVERNOIS,6,Interstate,55,10,1141.84355206858
1576405-82-0215-27.5009293-27.9859164,1576405,27.50093,27.98592,82-0215,2 - Two-Way Roadway,Trunkline,165061,15021,5282,9739,I 94,JCT M-10,JCT M-1,6,Interstate,55,11,1056.62453210481
1576405-82-0218-32.3171147-32.7345681,1576405,32.31712,32.73457,82-0218,2 - Two-Way Roadway,Trunkline,111162,7781,2445,5336,I 94,FRENCH RD,CONNER AVE,6,Interstate,55,12,909.558018938846
1576405-82-7359-26.1641957-26.4573719,1576405,26.1642,26.45737,82-7359,2 - Two-Way Roadway,Trunkline,152843,13909,4891,9018,I 94,JCT I-96,LINWOOD,6,Interstate,55,13,638.00457743298
1576405-82-7360-28.3191271-28.6391269,1576405,28.31913,28.63913,82-7360,2 - Two-Way Roadway,Trunkline,80428,7157,2412,4745,I 94,BEAUBIEN,JCT I-75,6,Interstate,55,14,696.851273581097
1576405-82-7493-25.5983789-26.1641957,1576405,25.59838,26.1642,82-7493,2 - Two-Way Roadway,Trunkline,133921,15803,4821,10982,I 94,Consolidated Rail Corporation,Schaefer Rd,6,Interstate,55,15,1231.35370812274
1576405-82-7494-25.1925491-25.5983789,1576405,25.19255,25.59838,82-7494,2 - Two-Way Roadway,Trunkline,130281,15373,4690,10683,I 94,30TH ST,WEST GRAND BLVD,6,Interstate,55,16,883.918956472085
1576405-82-7655-24.5496836-25.1925491,1576405,24.54968,25.19255,82-7655,2 - Two-Way Roadway,Trunkline,131950,15570,4750,10820,I 94,LIVERNOIS,30TH ST,6,Interstate,55,17,1399.97640419958
1576405-82-7658-34.378933-35.0488797,1576405,34.37893,35.04888,82-7658,2 - Two-Way Roadway,Trunkline,123647,8655,2720,5935,I 94,OUTER DRIVE,HARPER AVE,6,Interstate,55,18,1459.37066392624
1576405-82-7664-34.1438728-34.378933,1576405,34.14387,34.37893,82-7664,2 - Two-Way Roadway,Trunkline,112970,7908,2485,5423,I 94,CHALMERS,OUTER DRIVE,6,Interstate,55,19,511.939135920334
1576405-82-7671-28.6391269-29.3596494,1576405,28.63913,29.35965,82-7671,2 - Two-Way Roadway,Trunkline,132228,10182,3306,6876,I 94,JCT I-75,CHENE,6,Interstate,55,20,1569.45972286495
1576405-82-7673-29.3596494-30.0896248,1576405,29.35965,30.08962,82-7673,2 - Two-Way Roadway,Trunkline,124970,9622,3124,6498,I 94,CHENE ST,MT ELLIOTT,6,Interstate,55,21,1589.5666715196
1576405-82-7739-23.1119832-23.4261324,1576405,23.11198,23.42613,82-7739,2 - Two-Way Roadway,Trunkline,116879,13792,4208,9584,I 94,ADDISON AVE,LONYO AVE,6,Interstate,55,22,683.22977964624
1576405-82-9419-27.9859164-28.3191271,1576405,27.98592,28.31913,82-9419,2 - Two-Way Roadway,Trunkline,137520,12240,4126,8114,I 94,JCT M-1,BEAUBIEN,6,Interstate,55,23,725.598792115926
1576405-82-9489-23.4261324-24.0249942,1576405,23.42613,24.02499,82-9489,2 - Two-Way Roadway,Trunkline,128628,15178,4631,10547,I 94,LONYO AVE,CECIL AVE,6,Interstate,55,24,1302.56466866225
1576405-82-9499-26.4573719-27.1722048,1576405,26.45737,27.1722,82-9499,2 - Two-Way Roadway,Trunkline,157656,14347,5045,9302,I 94,LINWOOD,TRUMBULL,6,Interstate,55,25,1555.77163653791
1576405-82-9969-32.7345681-34.1438728,1576405,32.73457,34.14387,82-9969,2 - Two-Way Roadway,Trunkline,128679,9008,2831,6177,I 94,CONNER AVE,CHALMERS,6,Interstate,55,26,3069.51405736124
1577103-82-0519-6.7949199-7.2313234,1577103,6.79492,7.231323,82-0519,2 - Two-Way Roadway,Trunkline,7978,407,383,24,Michigan Ave,Maple Rd,Maple,5,Other principal arterial,25,27,948.865980253493
1577103-82-3028-4.5758644-4.8813149,1577103,4.575864,4.881315,82-3028,2 - Two-Way Roadway,Trunkline,16433,1216,723,493,Michigan Ave,BEGIN DIVIDED @ 28TH ST,END DIVIDED,2,Other principal arterial,35,28,664.145854927173
1577103-82-3043-4.8813149-5.596908,1577103,4.881315,5.596908,82-3043,2 - Two-Way Roadway,Trunkline,12847,951,566,385,Michigan Ave,END DIVIDED,JCT I-75,5,Other principal arterial,35,29,1555.91134699013
1577103-82-5227-7.2313234-7.4573462,1577103,7.231323,7.457346,82-5227,2 - Two-Way Roadway,Non-Trunkline,9066,244,172,72,Michigan Ave,JCT M-10,CASS,4,Other principal arterial,25,30,491.437156759755
1577103-82-6053-7.4573462-7.5204725,1577103,7.457346,7.520473,82-6053,2 - Two-Way Roadway,Non-Trunkline,3729,101,71,30,Michigan Ave,Griswold St,Woodward Ave,4,Other principal arterial,25,31,137.254145965803
1577103-82-7362-6.2518273-6.7949199,1577103,6.251827,6.79492,82-7362,2 - Two-Way Roadway,Trunkline,9116,301,283,18,Michigan Ave,BEGIN BRICK SURF @ ROSA PARK,JCT M-10,5,Other principal arterial,35,32,1180.84129493017
1577103-82-7445-3.7644255-4.5758644,1577103,3.764426,4.575864,82-7445,2 - Two-Way Roadway,Trunkline,10870,804,478,326,Michigan Ave,NEWER SURFACE @ LIVERNOIS AVE,BEGIN DIVIDED @ 28TH ST,5,Other principal arterial,35,33,1764.30172014547
1577103-82-7605-5.596908-6.2518273,1577103,5.596908,6.251827,82-7605,2 - Two-Way Roadway,Trunkline,8347,276,259,17,Michigan Ave,JCT I-75,BEGIN BRICK SURF @ ROSA PARK,5,Other principal arterial,35,34,1423.98577847899
1577108-82-7663-0-0.1104334,1577108,0,0.1104334,82-7663,4 - Ramp,Ramp,6191,,,,Wier/I 94 Ramp,Weir St,E I 94,1,Interstate,40,35,240.306564875329
1577109-82-2304-0-0.1246434,1577109,0,0.1246434,82-2304,2 - Two-Way Roadway,Non-Trunkline,9749,273,195,78,Addison St,Dennison St,Kirkwood St,2,Minor arterial,25,36,271.781348347955
1577201-82-7741-0-0.1359163,1577201,0,0.1359163,82-7741,4 - Ramp,Ramp,3044,,,,Lonyo/I 94 Ramp,N Lonyo/E I 94 RAMP,E I 94,1,Interstate,40,37,295.654263599041
1577202-82-1176-0.7788144-1.1326733,1577202,0.7788144,1.132673,82-1176,2 - Two-Way Roadway,Non-Trunkline,8745,245,175,70,Central St,Vernor Hwy,Dix St,2,Major collector,25,38,771.395840729865
1577202-82-2305-2.568246-3.0299149,1577202,2.568246,3.029915,82-2305,2 - Two-Way Roadway,Non-Trunkline,2611,76,49,27,Central St,McGraw St,Radcliffe St,2,Major collector,25,39,1006.72726837293
1577202-82-5829-0-0.7788144,1577202,0,0.7788144,82-5829,2 - Two-Way Roadway,Non-Trunkline,3782,110,72,38,Central St,S I 75 Service Drive,Vernor Hwy,2,Major collector,35,40,1697.70176255645
1577202-82-5830-1.1326733-2.2237385,1577202,1.132673,2.223738,82-5830,2 - Two-Way Roadway,Non-Trunkline,9024,252,180,72,Central St,Dix St,Michigan Ave,2,Major collector,35,41,2378.83769054841
1577202-82-5831-2.2237385-2.3292689,1577202,2.223738,2.329269,82-5831,2 - Two-Way Roadway,Non-Trunkline,6232,180,118,62,Central St,Michigan Ave,W I 94,2,Major collector,35,42,230.125854533274
1577202-82-6149-2.3292689-2.568246,1577202,2.329269,2.568246,82-6149,2 - Two-Way Roadway,Non-Trunkline,4934,144,94,50,Central St,W I 94,McGraw St,2,Major collector,35,43,521.110137328776
1577203-82-2306-0-0.4819674,1577203,0,0.4819674,82-2306,2 - Two-Way Roadway,Non-Trunkline,3116,90,59,31,Cecil St,Parkinson St,McGraw St,2,Major collector,25,44,1050.92271682945
1577204-82-7742-0-0.1220519,1577204,0,0.1220519,82-7742,4 - Ramp,Ramp,4935,,,,Cecil/I 94 Ramp,Cecil St & E I 94 Service Drive,E I 94,1,Interstate,40,45,265.757816462735
1577205-82-6496-0-1.7000988,1577205,0,1.700099,82-6496,2 - Two-Way Roadway,Non-Trunkline,2946,87,57,30,Martin St,John Kronk St,Warren Ave,2,Major collector,25,46,3707.11159759353
1577206-82-7395-0-0.222217,1577206,0,0.222217,82-7395,4 - Ramp,Ramp,5616,,,,I 94/Livernois Ramp,E I 94,E I 94 Service Drive,1,Interstate,40,47,483.441579779276
1577208-82-7396-0-0.1037907,1577208,0,0.1037907,82-7396,4 - Ramp,Ramp,6151,,,,Livernois/I 94 Ramp,Livernois Ave & E I 94/Livernois RAMP,E I 94,1,Interstate,40,48,226.079446370864
1577210-82-2307-0-1.0465772,1577210,0,1.046577,82-2307,2 - Two-Way Roadway,Non-Trunkline,2675,78,51,27,Junction St,Junction St,Hazlett St,2,Major collector,25,49,2282.32747476705
1577301-82-0425-0-0.1253039,1577301,0,0.1253039,82-0425,4 - Ramp,Ramp,1148,,,,I 94/30th Ramp,E I 94,30th/E I 94 RAMP & E I 94 Service Drive & 30th St,1,Interstate,40,50,272.890695861223
1577302-82-2308-0.4748024-0.6241188,1577302,0.4748024,0.6241188,82-2308,2 - Two-Way Roadway,Non-Trunkline,1257,36,24,12,30th St,E I 94,Warren Ave,2,Major collector,25,51,325.652180379099
1577303-82-0426-0-0.1437863,1577303,0,0.1437863,82-0426,4 - Ramp,Ramp,1193,,,,30th/I 94 Ramp,E I 94 Service Drive & E I 94/30th RAMP & 30th St,E I 94,1,Interstate,40,52,313.472915529103
1577306-82-2309-0-0.7888228,1577306,0,0.7888228,82-2309,2 - Two-Way Roadway,Non-Trunkline,1288,37,25,12,Scotten St,Lafayette Blvd,Brandon St,2,Major collector,25,53,1719.73599007593
1577306-82-6092-1.3003867-2.5103773,1577306,1.300387,2.510377,82-6092,2 - Two-Way Roadway,Non-Trunkline,1758,52,34,18,Scotten St,Michigan Ave,McGraw St,2,Major collector,25,54,2638.72068025573
1577306-82-6152-0.7888228-1.3003867,1577306,0.7888228,1.300387,82-6152,2 - Two-Way Roadway,Non-Trunkline,1067,30,20,10,Scotten St,Brandon St,Michigan Ave,2,Major collector,30,55,1115.42480687097
1577308-82-1268-3.8337663-4.6292034,1577308,3.833766,4.629203,82-1268,2 - Two-Way Roadway,Non-Trunkline,11015,308,220,88,Grand Blvd E,Grand Blvd,Grand Blvd,4,Minor arterial,30,56,1731.91007208912
1577308-82-5889-0-0.1558054,1577308,0,0.1558054,82-5889,2 - Two-Way Roadway,Non-Trunkline,1539,45,32,13,Grand Blvd W,Hubbard St,Grand Blvd,2,Minor arterial,30,57,339.754623271716
1577308-82-5890-0.1558054-0.3006728,1577308,0.1558054,0.3006728,82-5890,2 - Two-Way Roadway,Non-Trunkline,2531,73,52,21,E Grand Blvd,Grand Blvd,Nall St,1,Minor arterial,25,58,315.90039236047
1577308-82-5891-0.3006728-0.6337265,1577308,0.3006728,0.6337265,82-5891,2 - Two-Way Roadway,Non-Trunkline,2525,73,52,21,Grand Blvd W,Nall St,Hancock St,3,Minor arterial,30,59,726.321524079277
1577308-82-5892-0.6337265-0.8840817,1577308,0.6337265,0.8840817,82-5892,2 - Two-Way Roadway,Non-Trunkline,2871,81,58,23,E Grand Blvd,Hancock St,Grand Blvd,1,Minor arterial,25,60,546.087075766924
1577308-82-5893-0.8840817-1.8007589,1577308,0.8840817,1.800759,82-5893,2 - Two-Way Roadway,Non-Trunkline,4176,117,84,33,Grand Blvd W,Grand Blvd,Grand River Ave,2,Minor arterial,30,61,2000.02636134227
1577308-82-5895-1.8007589-2.3072858,1577308,1.800759,2.307286,82-5895,2 - Two-Way Roadway,Non-Trunkline,12981,364,260,104,E Grand Blvd,Grand Blvd,Grand Blvd,1,Minor arterial,25,62,1102.67682547499
1577308-82-5896-2.3072858-2.8177145,1577308,2.307286,2.817714,82-5896,2 - Two-Way Roadway,Non-Trunkline,12928,362,258,104,E Grand Blvd,Grand Blvd,Grand Service Drive,1,Minor arterial,25,63,1111.1721563004
1577308-82-5897-2.8177145-3.368316,1577308,2.817714,3.368316,82-5897,2 - Two-Way Roadway,Non-Trunkline,21957,616,440,176,E Grand Blvd,Grand Service Drive,Grand Blvd,1,Minor arterial,25,64,1198.67628048708
1577308-82-5899-3.368316-3.8337663,1577308,3.368316,3.833766,82-5899,2 - Two-Way Roadway,Non-Trunkline,20999,588,420,168,E Grand Blvd,Grand Blvd,Grand Blvd,1,Minor arterial,25,65,1013.37629659716
1577308-82-6000-4.6292034-5.9723804,1577308,4.629203,5.972381,82-6000,2 - Two-Way Roadway,Non-Trunkline,3450,95,68,27,Grand Blvd E,Russell St,Grand/Hamtramck Cutoff,3,Minor arterial,35,66,2926.90280363364
1577308-82-6176-5.9723804-5.98415,1577308,5.972381,5.98415,82-6176,2 - Two-Way Roadway,Non-Trunkline,828,24,16,8,McDougall St,Charlevoix St,Grand/Hamtramck Cutoff,2,Minor arterial,30,67,25.6645379332869
1577309-82-0421-0-0.1405023,1577309,0,0.1405023,82-0421,4 - Ramp,Ramp,1594,,,,W Grand/I 94 Ramp,W Grand Blvd,E I 94,1,Interstate,40,68,305.931368440577
1577310-82-1987-0-0.2741542,1577310,0,0.2741542,82-1987,4 - Ramp,Ramp,5931,,,,I 94/I 96 Ramp,E I 96,W I 96,1,Interstate,40,69,597.961991514543
1577402-82-0874-0-0.2816841,1577402,0,0.2816841,82-0874,4 - Ramp,Ramp,4671,,,,I 94/I 96 Ramp,W I 96/W I 94 RAMP,Grand River/W I 94 RAMP,1,Interstate,40,70,613.979923335073
1577404-82-0463-5.0262908-5.4287598,1577404,5.026291,5.42876,82-0463,2 - Two-Way Roadway,Trunkline,21710,4103,890,3213,I 96,JCT US-12,JCT I-75 SOUTHBOUND RAMP,4,Interstate,55,71,877.803521634943
1577404-82-0691-1.1401276-1.5678186,1577404,1.140128,1.567819,82-0691,2 - Two-Way Roadway,Trunkline,86119,5339,1808,3531,I 96,LIVERNOIS,JOY RD,4,Interstate,65,72,931.141804020403
1577404-82-0693-0-0.6835741,1577404,0,0.6835741,82-0693,2 - Two-Way Roadway,Trunkline,90478,5610,1900,3710,I 96,Grand/E I 96 RAMP,nan,4,Interstate,65,73,1492.6150403667
1577404-82-0992-1.5678186-2.7953199,1577404,1.567819,2.79532,82-0992,2 - Two-Way Roadway,Trunkline,90038,5583,1891,3692,I 96,JOY RD,WEST GRAND BLVD,4,Interstate,65,74,2672.53215239893
1577404-82-1001-4.5558283-5.0262908,1577404,4.555828,5.026291,82-1001,2 - Two-Way Roadway,Trunkline,23777,4495,975,3520,I 96,"MYRTLE,  M.L. KING",JCT US-12,4,Interstate,65,75,1026.02474020848
1577404-82-5579-0.6835741-1.1401276,1577404,0.6835741,1.140128,82-5579,2 - Two-Way Roadway,Trunkline,85194,5282,1789,3493,I 96,GRAND RIVER AVE,LIVERNOIS,4,Interstate,65,76,994.816499602329
1577404-82-5580-2.7953199-3.4962341,1577404,2.79532,3.496234,82-5580,2 - Two-Way Roadway,Trunkline,86013,5333,1806,3527,I 96,WEST GRAND BLVD,JCT I-94,4,Interstate,65,77,1526.33999792031
1577404-82-5581-3.7812109-4.5558283,1577404,3.781211,4.555828,82-5581,2 - Two-Way Roadway,Trunkline,92922,8695,2039,6656,I 96,WARREN AVE,"MYRTLE, M.L.KING",8,Interstate,65,78,1689.67547237993
1577404-82-5582-3.4962341-3.7812109,1577404,3.496234,3.781211,82-5582,2 - Two-Way Roadway,Trunkline,90215,8480,1985,6495,I 96,JCT I-94,WARREN AVE,4,Interstate,65,79,621.634248662783
1577404-82-7687-5.4287598-5.7501572,1577404,5.42876,5.750157,82-7687,2 - Two-Way Roadway,Trunkline,25913,4916,1053,3863,I 96,Grand/E I 96 RAMP,nan,4,Interstate,65,80,701.101177198724
1577408-82-0835-9.8868148-11.5980619,1577408,9.886815,11.59806,82-0835,2 - Two-Way Roadway,Trunkline,7703,250,216,34,Grand River Ave,JCT I-94,JCT M-10,5,Other principal arterial,30,81,3724.69164185223
1577408-82-0836-11.5980619-12.0109788,1577408,11.59806,12.01098,82-0836,2 - Two-Way Roadway,Trunkline,8609,275,241,34,Grand River Ave,JCT M-10,JCT I-75,7,Other principal arterial,30,82,898.649288298581
1577408-82-0882-7.0086363-9.8868148,1577408,7.008636,9.886815,82-0882,2 - Two-Way Roadway,Trunkline,12045,386,338,48,Grand River Ave,JCT I-96,JCT I-94,7,Other principal arterial,35,83,6266.22096970156
1577408-82-3284-0.718095-2.74475,1577408,0.718095,2.74475,82-3284,2 - Two-Way Roadway,Trunkline,13065,301,275,26,Grand River Ave,Mettetal St,Mettetal St,5,Other principal arterial,35,84,4415.6348061016
1577408-82-3360-4.6535654-5.201339,1577408,4.653565,5.201339,82-3360,2 - Two-Way Roadway,Trunkline,13437,242,215,27,Grand River Ave,SCHOOLCRAFT RD,JCT I-96,5,Other principal arterial,35,85,1193.05250644179
1577408-82-6262-12.2843427-12.6010044,1577408,12.28434,12.601,82-6262,1 - One-Way Roadway,Non-Trunkline,6133,171,122,49,Grand River Ave W,Cass Ave,Woodward Ave,3,Other principal arterial,25,86,688.897140286812
1577408-82-7306-0-0.718095,1577408,0,0.718095,82-7306,2 - Two-Way Roadway,Trunkline,17713,407,372,35,Grand River Ave,END DIVIDED @ BERG,MC NICHOLS RD,7,Other principal arterial,35,87,1564.79553817899
1577408-82-7311-5.201339-7.0086363,1577408,5.201339,7.008636,82-7311,2 - Two-Way Roadway,Trunkline,8494,272,238,34,Grand River Ave,"JCT I-96 @ M-5,GRAND RIVER AVE",JCT I-96,7,Other principal arterial,35,88,3935.78229111184
1577408-82-7320-12.0109788-12.2843427,1577408,12.01098,12.28434,82-7320,2 - Two-Way Roadway,Trunkline,6381,205,179,26,Grand River Ave,Mettetal St,Mettetal St,7,Other principal arterial,35,89,594.921371404608
1577408-82-7715-2.74475-4.6535654,1577408,2.74475,4.653565,82-7715,2 - Two-Way Roadway,Trunkline,15530,279,248,31,Grand River Ave,JCT M-39,SCHOOLCRAFT RD,5,Other principal arterial,35,90,4157.98735141778
1577409-82-0420-0-0.4598137,1577409,0,0.4598137,82-0420,4 - Ramp,Ramp,14935,,,,I 96/I 94 Ramp,W I 96/E I 94 RAMP,Bridge 11185,1,Interstate,40,91,1000.80531077869
1577410-82-5906-0-0.449762,1577410,0,0.449762,82-5906,2 - Two-Way Roadway,Non-Trunkline,3183,86,61,25,Linwood St,Grand River Ave,McGraw St,2,Other principal arterial,30,92,981.283830523878
1577501-82-5411-0-0.155339,1577501,0,0.155339,82-5411,4 - Ramp,Ramp,2899,,,,Linwood/I 94 Ramp,Linwood St & W Kirby St,E I 94,1,Interstate,40,93,338.212257779294
1577504-82-5918-0-0.7358086,1577504,0,0.7358086,82-5918,1 - One-Way Roadway,Non-Trunkline,1280,34,24,10,Rosa Parks Blvd,Grand River Ave,I 94 Service,3,Other principal arterial,30,94,1605.32687267196
1577504-82-5920-0.7358086-1.4253677,1577504,0.7358086,1.425368,82-5920,1 - One-Way Roadway,Non-Trunkline,1357,35,25,10,Rosa Parks Blvd,Stanley St,Lothrop St,3,Other principal arterial,30,95,1504.42384309217
1577505-82-7627-0-0.1803663,1577505,0,0.1803663,82-7627,4 - Ramp,Ramp,4989,,,,I 94/Trumbull Ramp,E I 94,W Kirby St & Trumbull St,1,Interstate,40,96,392.417377858354
1577506-82-6156-0-0.7301773,1577506,0,0.7301773,82-6156,2 - Two-Way Roadway,Non-Trunkline,3357,93,66,27,Trumbull St,Lafayette Blvd,Church St,5,Minor arterial,30,97,1592.10125653017
1577506-82-6158-0.7301773-1.9313944,1577506,0.7301773,1.931394,82-6158,2 - Two-Way Roadway,Non-Trunkline,3799,107,76,31,Trumbull St,N I 75 Service Drive,Forest Ave,5,Minor arterial,30,98,2620.37150996237
1577506-82-6159-1.9313944-2.0937499,1577506,1.931394,2.09375,82-6159,2 - Two-Way Roadway,Non-Trunkline,4659,127,89,38,Trumbull St,Forest Ave,Warren Ave,4,Minor arterial,30,99,354.215794514661
1577506-82-6160-2.0937499-2.8346651,1577506,2.09375,2.834665,82-6160,2 - Two-Way Roadway,Non-Trunkline,6125,171,122,49,Trumbull St,Warren Ave,Marquette St,4,Minor arterial,30,100,1616.73400550801
1577507-82-7416-0-0.2902308,1577507,0,0.2902308,82-7416,4 - Ramp,Ramp,7635,,,,I 94/M 10 Ramp,E I 94,S M 10,1,Interstate,40,101,632.207020458609
1577508-82-7418-0-0.3080206,1577508,0,0.3080206,82-7418,4 - Ramp,Ramp,8121,,,,I 94/M 10 Ramp,E I 94,Bridge 11193,1,Interstate,40,102,672.080407863097
1577509-82-0209-1.2952233-2.7435068,1577509,1.295223,2.743507,82-0209,2 - Two-Way Roadway,Trunkline,79601,1513,1115,398,M 10,7 MILE RD,GROVE & MEYERS,6,Other freeway,55,103,3160.87943132827
1577509-82-0210-2.7435068-3.5606725,1577509,2.743507,3.560673,82-0210,2 - Two-Way Roadway,Trunkline,98137,1865,1374,491,M 10,GROVE & MEYERS,WYOMING AVE,6,Other freeway,55,104,1782.80499677903
1577509-82-0826-7.0839117-7.6418283,1577509,7.083912,7.641829,82-0826,2 - Two-Way Roadway,Trunkline,105693,3382,1797,1585,M 10,WEBB,CHICAGO BLVD,6,Other freeway,55,105,1216.33598702728
1577509-82-3139-11.5797711-12.0203575,1577509,11.57977,12.02036,82-3139,2 - Two-Way Roadway,Trunkline,23255,442,279,163,M 10,JCT US-12,JCT M-85 FORT ST,6,Other freeway,55,106,959.620992610054
1577509-82-3157-9.552949-10.0946029,1577509,9.552949,10.0946,82-3157,2 - Two-Way Roadway,Trunkline,70324,1914,983,931,M 10,JCT I-94,FOREST,6,Other freeway,55,107,1181.79410738905
1577509-82-3198-8.9237492-9.0061211,1577509,8.923749,9.006121,82-3198,2 - Two-Way Roadway,Trunkline,83755,2680,1424,1256,M 10,WEST GRAND BLVD,MILWAUKEE,6,Other freeway,55,108,179.700884614088
1577509-82-3212-7.6418283-7.9439685,1577509,7.641829,7.943968,82-3212,2 - Two-Way Roadway,Trunkline,99019,3168,1683,1485,M 10,CHICAGO BLVD,CLAIRMOUNT,6,Other freeway,55,109,658.424711145246
1577509-82-7366-12.0203575-12.6521858,1577509,12.02036,12.65219,82-7366,2 - Two-Way Roadway,Trunkline,22357,470,291,179,M 10,JCT M-85 FORT ST.,WOODWARD AVE,6,Other freeway,55,110,1374.49883919591
1577509-82-7367-11.2914224-11.5797711,1577509,11.29142,11.57977,82-7367,2 - Two-Way Roadway,Trunkline,43107,819,517,302,M 10,JCT I-75,JCT US-12,6,Other freeway,55,111,628.732517510094
1577509-82-7368-10.0946029-11.2914224,1577509,10.0946,11.29142,82-7368,2 - Two-Way Roadway,Trunkline,62393,1685,874,811,M 10,FOREST,JCT I-75,6,Other freeway,55,112,2611.2440527765
1577509-82-7370-5.2233126-6.2642943,1577509,5.223312,6.264294,82-7370,2 - Two-Way Roadway,Trunkline,105439,2003,1476,527,M 10,LINWOOD AVE,DAVISON FREEWAY,6,Other freeway,55,113,2268.35316294064
1577509-82-7371-6.2642943-6.5320685,1577509,6.264294,6.532069,82-7371,2 - Two-Way Roadway,Trunkline,102201,3270,1737,1533,M 10,Woodrow Wilson St,Thomson St,6,Other freeway,55,114,584.243477014244
1577509-82-7500-3.5606725-4.5672671,1577509,3.560673,4.567267,82-7500,2 - Two-Way Roadway,Trunkline,103949,1980,1414,566,M 10,WYOMING AVE,LIVERNOIS AVE,6,Other freeway,55,115,2191.25865334875
1577509-82-7501-4.5672671-5.2233126,1577509,4.567267,5.223312,82-7501,2 - Two-Way Roadway,Trunkline,105180,1999,1473,526,M 10,LIVERNOIS AVE,LINWOOD AVE,6,Other freeway,55,116,1428.10156240435
1577509-82-7534-6.5320685-7.0839117,1577509,6.532069,7.083912,82-7534,2 - Two-Way Roadway,Trunkline,105451,3374,1792,1582,M 10,GLENDALE,WEBB,6,Other freeway,55,117,1204.42385598557
1577509-82-7712-12.6521858-12.8066074,1577509,12.65219,12.80661,82-7712,2 - Two-Way Roadway,Trunkline,16914,355,220,135,Jefferson Ave E,WOODWARD AVE,END AT JCT M3 (RANDOLPH),8,Other freeway,25,118,336.06354501581
1577509-82-9109-9.0061211-9.552949,1577509,9.006121,9.552949,82-9109,2 - Two-Way Roadway,Trunkline,83746,2680,1424,1256,M 10,MILWAUKEE,JCT I-94,6,Other freeway,55,119,1193.10385650611
1577509-82-9869-0.2491352-1.2952233,1577509,0.2491352,1.295223,82-9869,2 - Two-Way Roadway,Trunkline,81797,1554,1145,409,M 10,GREENFIELD RD,7 MILE RD,6,Other freeway,55,120,2283.17276132604
1577509-82-9879-7.9439685-8.5395614,1577509,7.943968,8.539561,82-9879,2 - Two-Way Roadway,Trunkline,104013,3328,1768,1560,M 10,CLAIRMOUNT,SEWARD,2,Other freeway,55,121,1299.70009345495
1577509-82-9899-8.5395614-8.9237492,1577509,8.539561,8.923749,82-9899,2 - Two-Way Roadway,Trunkline,97718,3127,1661,1466,M 10,SEWARD,WEST GRAND BLVD,6,Other freeway,55,122,838.319269176651
1577602-82-7419-0-0.3644072,1577602,0,0.3644072,82-7419,4 - Ramp,Ramp,7495,,,,M 10/I 94 Ramp,N M 10,Bridge 11198,1,Interstate,40,123,795.207733180299
1577603-82-7421-0-0.3086817,1577603,0,0.3086817,82-7421,4 - Ramp,Ramp,9790,,,,M 10/I 94 Ramp,S M 10,Bridge 11193,1,Interstate,40,124,672.253327138304
