route_location_id,route_id,beginning_milepoint,ending_milepoint,location_id,facility_type,program,num_aadt,num_caadt,num_single_unit_caadt,num_combined_unit_caadt,street_name,from_description,to_description,num_lanes,nfc_name,posted_speed,ObjectId,Shape__Length
1582104-82-0872-0.1434712-0.3031452,1582104,0.1434712,0.3031452,82-0872,4 - Ramp,Ramp,3351,,,,I 96/I 94 Ramp,E I 96/E I 94 RAMP & E I 96/I 94 RAMP,I 96/W I 94 RAMP & W I 96/W I 94 RAMP,1,Interstate,40,297,348.291972789765
1582204-82-2325-0-0.3401095,1582204,0,0.3401095,82-2325,2 - Two-Way Roadway,Non-Trunkline,982,29,19,10,Redford St,McNichols Rd,Lahser Rd,2,Major collector,35,298,741.837367988149
1582205-82-1375-3.2596459-4.2340447,1582205,3.259646,4.234045,82-1375,2 - Two-Way Roadway,Non-Trunkline,8699,243,174,69,Lahser Rd,7 Mile Rd,8 Mile Rd,3,Minor arterial,35,299,2129.97298097224
1582205-82-1376-1.0715272-3.2596459,1582205,1.071527,3.259646,82-1376,2 - Two-Way Roadway,Non-Trunkline,8111,227,162,65,Lahser Rd,Chalfonte St,7 Mile Rd,2,Minor arterial,35,300,4781.34448864144
1582205-82-1857-0.1159428-1.0715272,1582205,0.1159428,1.071527,82-1857,2 - Two-Way Roadway,Non-Trunkline,14084,394,282,112,Outer Dr W,Outer Dr,Chalfonte St,2,Minor arterial,35,301,2087.32905077019
1582209-82-1161-0-1.012901,1582209,0,1.012901,82-1161,2 - Two-Way Roadway,Non-Trunkline,924,27,17,10,Bentler St,McNichols Rd,7 Mile Rd,1,Major collector,35,302,2213.54380877606
1582302-82-2326-1.8581542-1.990785,1582302,1.858154,1.990785,82-2326,2 - Two-Way Roadway,Non-Trunkline,2390,69,46,23,Trinity St,Grand River Ave,McNichols Rd,2,Major collector,35,303,289.818964888721
1582303-82-2327-0.4955777-0.9974575,1582303,0.4955777,0.9974575,82-2327,2 - Two-Way Roadway,Non-Trunkline,3846,113,74,39,Burt Rd,Chicago St,Plymouth Rd,2,Minor arterial,35,304,1095.9055099295
1582303-82-6137-0.9974575-3.8041985,1582303,0.9974575,3.804199,82-6137,2 - Two-Way Roadway,Non-Trunkline,4418,123,88,35,Burt Rd,Plymouth Rd,Grand River Ave,2,Minor arterial,35,305,6131.11280916993
1582410-82-1781-0-0.572772,1582410,0,0.572772,82-1781,2 - Two-Way Roadway,Non-Trunkline,5194,145,104,41,Outer Dr W,Outer Dr,Outer Dr,4,Minor arterial,35,306,1251.17712982997
1582410-82-1841-0.572772-1.1996999,1582410,0.572772,1.1997,82-1841,2 - Two-Way Roadway,Non-Trunkline,5245,146,105,41,Outer Dr W,Outer Dr,Outer Dr,2,Minor arterial,35,307,1369.68178305212
1582410-82-1842-1.1996999-1.3929154,1582410,1.1997,1.392915,82-1842,2 - Two-Way Roadway,Non-Trunkline,9425,263,188,75,Outer Dr W,Outer Dr,Outer Dr,2,Minor arterial,35,308,422.20845932987
1582509-82-2328-0.2524779-0.4489832,1582509,0.2524779,0.4489832,82-2328,2 - Two-Way Roadway,Non-Trunkline,909,27,17,10,Bretton Dr,Bretton Dr,Warwick St,2,Major collector,25,309,428.196043973485
1582601-82-2329-0.8247355-1.1847145,1582601,0.8247355,1.184715,82-2329,1 - One-Way Roadway,Non-Trunkline,8717,253,165,88,Southfield Service Drive,W I 96/S M 39 RAMP,S M 39,2,Major collector,30,310,786.160908276724
1582601-82-6139-0-0.8247355,1582601,0,0.8247355,82-6139,1 - One-Way Roadway,Non-Trunkline,7319,212,139,73,Southfield Service Drive,Chicago St,W I 96/S M 39 RAMP,2,Major collector,30,311,1800.96662918015
1582601-82-6140-1.1847145-2.4790153,1582601,1.184715,2.479015,82-6140,1 - One-Way Roadway,Non-Trunkline,1693,49,32,17,Southfield Service Drive,S M 39,S M 39,1,Major collector,30,312,2827.25968272906
1582601-82-6142-2.4790153-5.4533926,1582601,2.479015,5.453393,82-6142,1 - One-Way Roadway,Non-Trunkline,3631,106,69,37,Southfield Service Drive,S M 39,8 Mile Rd,2,Major collector,30,313,6500.33721859029
1582602-82-1457-0.1262612-1.1345727,1582602,0.1262612,1.134573,82-1457,2 - Two-Way Roadway,Non-Trunkline,1715,50,32,18,Paul Dr,Evergreen Rd,N M 39,2,Minor arterial,25,314,2192.57218252005
1582603-82-0757-0-0.0623032,1582603,0,0.0623032,82-0757,4 - Ramp,Ramp,7738,,,,Schoolcraft/M 39 Ramp,Southfield Service Drive,N M 39,1,Other freeway,40,315,136.062810491794
1582710-82-2330-0-0.375067,1582710,0,0.375067,82-2330,2 - Two-Way Roadway,Non-Trunkline,1408,40,27,13,Saint Marys St,Saint Marys St,Saint Marys St,2,Major collector,25,316,819.381117242103
1583004-82-5847-0-3.1848359,1583004,0,3.184836,82-5847,2 - Two-Way Roadway,Non-Trunkline,5038,140,100,40,Hubbell St,Hubbell St,James Couzens Fwy,2,Minor arterial,30,317,6958.95466702197
1583104-82-9728-0-0.176665,1583104,0,0.176665,82-9728,4 - Ramp,Ramp,6651,,,,Grand River/I 96 Ramp,W Buena Vista St,W I 96 CD,1,Interstate,40,318,384.627705315085
1583105-82-6243-0-1.4382751,1583105,0,1.438275,82-6243,1 - One-Way Roadway,Non-Trunkline,1691,49,32,17,Turner St,E I 96,Fullerton St,2,Major collector,25,319,3136.59415585523
1583106-82-9723-5.1623495-5.4429391,1583106,5.16235,5.442939,82-9723,4 - Ramp,Ramp,20053,,,,I 96 CD,Wyoming/W I 96 RAMP,Davison Crossover,2,Interstate,40,320,611.286408259264
1583109-82-9705-0-0.2053696,1583109,0,0.2053696,82-9705,4 - Ramp,Ramp,6304,,,,I 96/Grand River Ramp,E I 96 CD,E I 96 Service Drive & Schaefer Hwy,1,Interstate,40,321,446.965292457009
1583110-82-9706-0-0.1674763,1583110,0,0.1674763,82-9706,4 - Ramp,Ramp,5802,,,,Grand River/I 96 Ramp,Cheyenne St & E I 96 Service Drive,E I 96 CD,2,Interstate,40,322,364.693611334937
1583210-82-1408-1.5017791-3.8268961,1583210,1.501779,3.826896,82-1408,2 - Two-Way Roadway,Non-Trunkline,8648,243,174,69,Meyers Rd,Fullerton St,8 Mile Rd,3,Minor arterial,30,323,5079.37645898667
1583210-82-1741-3.8268961-5.9831208,1583210,3.826896,5.983121,82-1741,2 - Two-Way Roadway,Non-Trunkline,6654,187,134,53,Meyers Rd,8 Mile Rd,8 Mile Rd,4,Minor arterial,35,324,4712.82371442989
1583210-82-5848-0-1.5017791,1583210,0,1.501779,82-5848,2 - Two-Way Roadway,Non-Trunkline,4776,134,95,39,Meyers Rd,Joy Rd,Fullerton St,2,Minor arterial,30,325,3279.32130092408
1583501-82-5864-0-0.1471891,1583501,0,0.1471891,82-5864,2 - Two-Way Roadway,Non-Trunkline,1550,47,30,17,Elmhurst St,Cloverlawn St,Oakman Blvd,2,Major collector,25,326,321.431223262634
1583502-82-6498-0-0.9240778,1583502,0,0.9240778,82-6498,2 - Two-Way Roadway,Non-Trunkline,1197,34,22,12,Parkway St W,Ann Arbor Trl,Joy Rd,2,Major collector,25,327,2017.17467167067
1583604-82-5903-0-0.0945561,1583604,0,0.0945561,82-5903,2 - Two-Way Roadway,Non-Trunkline,369,10,7,3,Chicago St W,Chicago St,Turner St,4,Minor arterial,30,328,205.728081634534
1583606-82-2331-0.0693042-0.2714012,1583606,0.0693042,0.2714012,82-2331,1 - One-Way Roadway,Non-Trunkline,572,18,11,7,Chicago St W,Grand River Ave,Nardin Park,2,Major collector,25,329,440.90818508975
1583804-82-1226-0-2.9518618,1583804,0,2.951862,82-1226,2 - Two-Way Roadway,Non-Trunkline,724,22,14,8,W Euclid St,Grand River Ave,Oakland St,2,Major collector,25,330,6426.97482912724
1583905-82-2332-0-0.0899776,1583905,0,0.0899776,82-2332,2 - Two-Way Roadway,Non-Trunkline,3153,90,59,31,Lothrop St,Grand River Ave,Dexter Ave,2,Major collector,25,331,195.962360589953
1584002-82-2333-0-0.2032291,1584002,0,0.2032291,82-2333,1 - One-Way Roadway,Non-Trunkline,922,27,17,10,I 94 Service Drive,E Grand River/W I 94 RA,W I 94/Linwood RAMP,3,Major collector,25,332,442.280263708521
1584102-82-2334-0-0.619928,1584102,0,0.619928,82-2334,2 - Two-Way Roadway,Non-Trunkline,664,20,13,7,W Canfield St,Buchanan St,S M 10 Service Drive,2,Major collector,25,333,1349.12062798819
1584209-82-6101-0-0.3130906,1584209,0,0.3130906,82-6101,2 - Two-Way Roadway,Non-Trunkline,582,18,11,7,Kirby St W,Kirby St,E I 94/S M 10 RAMP,2,Major collector,55,334,682.931736557868
1584209-82-6162-0.3130906-1.1662101,1584209,0.3130906,1.16621,82-6162,1 - One-Way Roadway,Non-Trunkline,2008,58,38,20,M 10 Service Drive,Grand River Ave,Warren Ave,2,Major collector,35,335,1861.34629820082
1584210-82-6230-0.4211371-1.3516211,1584210,0.4211371,1.351621,82-6230,1 - One-Way Roadway,Non-Trunkline,4790,140,92,48,M 10 Service Drive,Grand River Ave,N M 10/E I 94 RAMP,3,Major collector,25,336,2030.14685616282
1584210-82-6231-0-0.4211371,1584210,0,0.4211371,82-6231,1 - One-Way Roadway,Non-Trunkline,4796,140,92,48,Kirby St W,N M 10 Service Drive,Anthony Wayne Dr,2,Major collector,25,337,918.933823722884
1584401-82-5950-0.1837001-0.3557378,1584401,0.1837001,0.3557378,82-5950,1 - One-Way Roadway,Non-Trunkline,3284,92,66,26,Adams Ave W,Park Ave,Witherell St,2,Minor arterial,25,338,374.436621075152
1584401-82-6201-0-0.1837001,1584401,0,0.1837001,82-6201,2 - Two-Way Roadway,Non-Trunkline,2224,62,45,17,Adams Ave W,1st St,Park Ave,2,Minor arterial,25,339,399.812138337415
1584401-82-6202-0.3557378-0.5247147,1584401,0.3557378,0.5247147,82-6202,2 - Two-Way Roadway,Non-Trunkline,326,9,6,3,Adams Ave E,Witherell St,Brush St,4,Minor arterial,25,340,367.784148398728
1584403-82-6263-0-0.0758925,1584403,0,0.0758925,82-6263,1 - One-Way Roadway,Non-Trunkline,661,20,13,7,Middle St,Cass Ave,Clifford St,3,Major collector,25,341,165.29179825219
1584404-82-5926-0-0.2921725,1584404,0,0.2921725,82-5926,2 - Two-Way Roadway,Non-Trunkline,2389,67,48,19,Bagley St,John C Lodge Service Rd,Cass Ave,4,Minor arterial,25,342,635.631205946793
1584404-82-5927-0.2921725-0.4886362,1584404,0.2921725,0.4886362,82-5927,2 - Two-Way Roadway,Non-Trunkline,2685,75,54,21,Bagley St,Cass Ave,Park Ave,4,Minor arterial,25,343,428.345091195685
1584406-82-7415-0-0.3101628,1584406,0,0.3101628,82-7415,4 - Ramp,Ramp,7114,,,,M 10/I 94 Ramp,E I 94,Bridge 11193,1,Interstate,40,344,675.496071007488
1584410-82-7347-0-0.078508,1584410,0,0.078508,82-7347,1 - One-Way Roadway,Trunkline,3922,90,78,12,Greenlodge St,SOUTH BOUND SERVICE RD TO M-10,END DIVIDED @ GREENFIELD RD,1,Other principal arterial,35,345,171.45948407389
1584501-82-6002-0-0.2213572,1584501,0,0.2213572,82-6002,4 - Ramp,Ramp,10147,,,,M 102/M 10 Ramp,James Couzens Fwy,S M 10,1,Other freeway,40,346,482.955455835826
1584502-82-2338-0.4201075-2.4227624,1584502,0.4201075,2.422762,82-2338,2 - Two-Way Roadway,Non-Trunkline,2447,69,46,23,Pembroke Ave,S M 39,Schaefer Hwy,2,Major collector,25,347,4361.76465619825
1584503-82-1782-1.0751443-1.5178892,1584503,1.075144,1.517889,82-1782,2 - Two-Way Roadway,Non-Trunkline,13306,373,266,107,Outer Dr W,Manor St,Outer Dr,2,Minor arterial,35,348,964.247642372993
1584503-82-1846-1.5178892-2.5222567,1584503,1.517889,2.522257,82-1846,2 - Two-Way Roadway,Non-Trunkline,9893,277,198,79,Outer Dr W,Outer Dr,Livernois Ave,2,Minor arterial,35,349,2187.41737208036
1584503-82-6123-0-1.0751443,1584503,0,1.075144,82-6123,2 - Two-Way Roadway,Non-Trunkline,3702,104,74,30,Vassar Ave,S M 10,Outer Dr,2,Minor arterial,35,350,2341.64473987436
1584504-82-7513-0-0.1933406,1584504,0,0.1933406,82-7513,4 - Ramp,Ramp,6332,,,,M 10/7 Mile Ramp,S M 10,James Couzens Fwy,1,Other freeway,40,351,422.12577622655
1584505-82-7515-0-0.1601445,1584505,0,0.1601445,82-7515,4 - Ramp,Ramp,5650,,,,7 Mile/M 10 Ramp,James Couzens Fwy,S M 10,1,Other freeway,40,352,349.399543242341
1584506-82-1843-0-0.6891417,1584506,0,0.6891417,82-1843,2 - Two-Way Roadway,Non-Trunkline,9878,277,198,79,Outer Dr W,Outer Dr,S M 39,2,Minor arterial,35,353,1500.80863868188
1584506-82-1844-0.6891417-3.6163056,1584506,0.6891417,3.616306,82-1844,2 - Two-Way Roadway,Non-Trunkline,20636,578,413,165,Outer Dr W,S M 39,Outer Dr,2,Minor arterial,35,354,6379.42366738931
1584506-82-1845-3.6163056-3.8701506,1584506,3.616306,3.870151,82-1845,2 - Two-Way Roadway,Non-Trunkline,5300,149,106,43,Outer Dr W,Outer Dr,Vassar Ave,2,Minor arterial,35,355,554.680155111145
1584507-82-7517-0-0.155653,1584507,0,0.155653,82-7517,4 - Ramp,Ramp,9613,,,,Meyers/M 10 Ramp,James Couzens Fwy,S M 10,1,Other freeway,40,356,339.57444158468
1584509-82-7505-0-0.0995941,1584509,0,0.0995941,82-7505,4 - Ramp,Ramp,4378,,,,M 10/Wyoming Ramp,S M 10,James Couzens Fwy & Keeler/James Couzens Fwy Ramp,1,Other freeway,40,357,217.392496160628
1584510-82-7504-0-0.2380726,1584510,0,0.2380726,82-7504,4 - Ramp,Ramp,2328,,,,S Wyoming/M 10 Ramp,Bridge 11448,S M 10,1,Other freeway,40,358,518.682007258624
1584601-82-7502-0-0.2146425,1584601,0,0.2146425,82-7502,4 - Ramp,Ramp,4716,,,,N Wyoming/M 10 Ramp,Keeler Ave,S M 10,1,Other freeway,40,359,467.265518568065
1584604-82-7519-0-0.1808059,1584604,0,0.1808059,82-7519,4 - Ramp,Ramp,5081,,,,M 10/Livernois Ramp,S M 10,Keeler Ave,1,Other freeway,40,360,393.596769371055
1584606-82-7523-0-0.1395594,1584606,0,0.1395594,82-7523,4 - Ramp,Ramp,4874,,,,Livernois/M 10 Ramp,Keeler Ave,S M 10,1,Other freeway,40,361,303.829502069026
1584607-82-2339-0-0.1763168,1584607,0,0.1763168,82-2339,2 - Two-Way Roadway,Non-Trunkline,5124,148,97,51,Dexter Ave,Dexter Ave,N M 10,2,Major collector,35,362,385.201834289111
1584608-82-7526-0-0.1818607,1584608,0,0.1818607,82-7526,4 - Ramp,Ramp,3277,,,,M 10/Linwood Ramp,S M 10,Keeler Ave,1,Other freeway,40,363,395.892566096305
1584609-82-1381-0.2616881-2.8746289,1584609,0.2616881,2.874629,82-1381,2 - Two-Way Roadway,Non-Trunkline,5756,155,109,46,Linwood St,Ferry Park St,Davison St,4,Other principal arterial,30,364,5701.96841065878
1584609-82-1382-3.6238137-4.1214832,1584609,3.623814,4.121483,82-1382,2 - Two-Way Roadway,Non-Trunkline,7881,214,151,63,Linwood St,Fenkell St,Puritan St,2,Other principal arterial,25,365,1087.33794088635
1584609-82-5907-0-0.2616881,1584609,0,0.2616881,82-5907,2 - Two-Way Roadway,Non-Trunkline,2756,74,52,22,Linwood St,McGraw St,Ferry Park St,2,Other principal arterial,30,366,570.677919215532
1584609-82-5908-2.8746289-3.6238137,1584609,2.874629,3.623814,82-5908,2 - Two-Way Roadway,Non-Trunkline,7498,201,142,59,Linwood St,Davison St,Linwood St,5,Other principal arterial,30,367,1635.696907841
1584701-82-2340-0-0.3354841,1584701,0,0.3354841,82-2340,2 - Two-Way Roadway,Non-Trunkline,1083,31,21,10,Rosa Parks Blvd,S M 10,Pilgrim St,2,Major collector,25,368,732.894061528418
1584706-82-3713-0-0.1983815,1584706,0,0.1983815,82-3713,4 - Ramp,Ramp,2821,,,,M 8/M 10 Ramp,E M 8,S M 10,1,Other freeway,40,369,432.495286195578
1584707-82-1264-0-0.2183289,1584707,0,0.2183289,82-1264,2 - Two-Way Roadway,Non-Trunkline,1440,40,27,13,Glendale St,Glendale St,Woodrow Wilson St,2,Major collector,30,370,475.526436341456
1584708-82-7528-0-0.1224147,1584708,0,0.1224147,82-7528,4 - Ramp,Ramp,1994,,,,Glandale/M 10 Ramp,Glendale St,S M 10,1,Other freeway,40,371,267.049598840584
1584710-82-5861-0-0.5012088,1584710,0,0.5012088,82-5861,2 - Two-Way Roadway,Non-Trunkline,4109,119,78,41,Webb St,Webb St,Hamilton Ave,4,Major collector,30,372,1091.52072580275
1584801-82-7532-0-0.1275099,1584801,0,0.1275099,82-7532,4 - Ramp,Ramp,1404,,,,Webb/M 10 Ramp,S M 10 Service Drive,S M 10,1,Other freeway,40,373,278.15647094888
1584802-82-2341-0.0990072-2.1336799,1584802,0.0990072,2.13368,82-2341,2 - Two-Way Roadway,Non-Trunkline,1061,30,20,10,Calvert St,Dexter Ave,Woodward Ave,2,Major collector,25,374,4430.80007612887
1584803-82-7542-0-0.1275959,1584803,0,0.1275959,82-7542,4 - Ramp,Ramp,4681,,,,M 10/Chicago Ramp,Chicago Blvd,Chicago Blvd & S M 10 Service Drive & W Chicago Blvd,1,Major collector,40,375,277.936915281573
1584804-82-2342-0-0.1557162,1584804,0,0.1557162,82-2342,2 - Two-Way Roadway,Non-Trunkline,424,11,8,3,Chicago St W,Petoskey Ave,McQuade St,2,Major collector,25,376,339.020083372466
1584807-82-1187-0-1.5269628,1584807,0,1.526963,82-1187,2 - Two-Way Roadway,Non-Trunkline,4320,121,86,35,Clairmount St,Clairmount St,Woodward Ave,2,Minor arterial,30,377,3324.88664674582
1584808-82-7546-0-0.1585091,1584808,0,0.1585091,82-7546,4 - Ramp,Ramp,2628,,,,Clairmount/M 10 Ramp,Hamilton,S M 10,1,Other freeway,40,378,345.763853819932
1584810-82-5548-0-0.1301593,1584810,0,0.1301593,82-5548,4 - Ramp,Ramp,4547,,,,M 10/Pallister Ramp,S M 10 & Seward St,Hamilton & Pallister St,1,Other freeway,40,379,284.118112272436
1584902-82-7549-0-0.1544069,1584902,0,0.1544069,82-7549,4 - Ramp,Ramp,6684,,,,M 10/Grand Ramp,S M 10,Hamilton,1,Other freeway,40,380,337.018220803446
1584904-82-9104-0-0.1245186,1584904,0,0.1245186,82-9104,4 - Ramp,Ramp,7664,,,,Milwaukee/M 10 Ramp,S M 10 Service Drive,S M 10,1,Other freeway,40,381,271.489306971179
1584905-82-7417-0-0.3241957,1584905,0,0.3241957,82-7417,4 - Ramp,Ramp,10918,,,,M 10/I 94 Ramp,S M 10,W I 94,1,Interstate,40,382,707.516165585325
1584906-82-7420-0-0.4018734,1584906,0,0.4018734,82-7420,4 - Ramp,Ramp,8977,,,,I 94/M 10 Ramp,Bridge 11194,S M 10,1,Interstate,40,383,876.7213660109
1584907-82-7378-0-0.1096059,1584907,0,0.1096059,82-7378,4 - Ramp,Ramp,11236,,,,M 10/Forest Ramp,S M 10,S M 10 Service Drive,2,Other freeway,40,384,239.217914299478
1584908-82-1248-0.8664162-1.2663589,1584908,0.8664162,1.266359,82-1248,1 - One-Way Roadway,Non-Trunkline,5115,137,96,41,Forest Ave W,Cass Ave,Woodward Ave,3,Other principal arterial,30,385,870.47224770485
1584908-82-2343-1.2663589-1.3973521,1584908,1.266359,1.397352,82-2343,1 - One-Way Roadway,Non-Trunkline,3824,107,76,31,W Forest Ave,Woodward Ave,John R St,3,Other principal arterial,30,386,285.181955519999
1584908-82-4948-0.7728354-0.8664162,1584908,0.7728354,0.8664162,82-4948,2 - Two-Way Roadway,Non-Trunkline,12183,329,232,97,W Forest Ave,Vermont St,Rosa Parks Blvd,3,Other principal arterial,30,387,203.65784120872
1584908-82-5816-0-0.7728354,1584908,0,0.7728354,82-5816,1 - One-Way Roadway,Non-Trunkline,6093,164,115,49,Forest Ave W,Grand River Ave,Cass Ave,3,Other principal arterial,30,388,1681.78897719821
1584909-82-7376-0-0.1107411,1584909,0,0.1107411,82-7376,4 - Ramp,Ramp,2884,,,,Forest/M 10 Ramp,S M 10 Service Drive,S M 10,1,Other freeway,40,389,241.456061849058
1585001-82-7551-0-0.2183243,1585001,0,0.2183243,82-7551,4 - Ramp,Ramp,7710,,,,M 10/Grand River Ramp,S M 10/Grand River RAMP & M 10 Crossover,Grand River Ave & S M 10/Grand River RAMP,1,Other freeway,40,390,476.434033658617
1585002-82-0669-0-0.3699278,1585002,0,0.3699278,82-0669,4 - Ramp,Ramp,3729,,,,M 10/I 75 Ramp,S M 10/Bagley RAMP & S M 10,N M 10,1,Interstate,40,391,805.692017947162
1585003-82-0667-0-0.4782697,1585003,0,0.4782697,82-0667,4 - Ramp,Ramp,7120,,,,M 10/I 75 Ramp,N I 75 CD/N M 10 RAMP,N M 10,1,Interstate,40,392,1041.53477932147
1585004-82-0645-0-0.317665,1585004,0,0.317665,82-0645,4 - Ramp,Ramp,1713,,,,I 75/M 10 Ramp,Bridge 11768,Bridge 11767,1,Interstate,40,393,692.17705488219
1585006-82-0644-0-0.3186866,1585006,0,0.3186866,82-0644,4 - Ramp,Ramp,9097,,,,I 75/M 10 Ramp,N I 75 & N I 75/Grand River RAMP,S I 75,1,Interstate,40,394,694.252438643047
1585007-82-0649-0-0.2280337,1585007,0,0.2280337,82-0649,4 - Ramp,Ramp,8998,,,,I 75/M 10 Ramp,N I 75 CD/N M 10 RAMP & N I 75 CD RAMP,S M 10,1,Interstate,40,395,496.835245458312
1585008-82-1876-0.1317123-0.270785,1585008,0.1317123,0.270785,82-1876,1 - One-Way Roadway,Non-Trunkline,2460,69,46,23,5th St,Fort St,S M 10,2,Major collector,25,396,303.09728493084
1585008-82-5008-0-0.1317123,1585008,0,0.1317123,82-5008,4 - Ramp,Ramp,7773,,,,M 10/Howard Ramp,Lafayette,Fort,3,Major collector,40,397,287.000359400634
1585010-82-3381-5.1688366-5.6515991,1585010,5.168837,5.651599,82-3381,2 - Two-Way Roadway,Trunkline,5545,328,277,51,Fort St W,JCT M-10,GRISWOLD ST,5,Other principal arterial,25,398,1050.59279764323
1585010-82-5842-5.6515991-5.6996835,1585010,5.651599,5.699684,82-5842,1 - One-Way Roadway,Non-Trunkline,1601,45,32,13,Fort St W,Griswold St,Woodward Ave,4,Other principal arterial,25,399,104.771700757607
1585010-82-7558-2.407593-3.1234264,1585010,2.407593,3.123426,82-7558,2 - Two-Way Roadway,Trunkline,7581,1084,485,599,Fort St W,LIVERNOIS/DRAGOON,CONNECTOR #850 (CLARK ST.),7,Other principal arterial,35,400,1557.32463953995
1585010-82-7559-3.1234264-3.9872822,1585010,3.123426,3.987282,82-7559,2 - Two-Way Roadway,Trunkline,7946,470,398,72,Fort St W,CONNECTOR #850 (CLARK ST),STE.  ANNE ST.,6,Other principal arterial,30,401,1879.54862296768
1585010-82-7692-0-2.407593,1585010,0,2.407593,82-7692,2 - Two-Way Roadway,Trunkline,7628,1091,488,603,Fort St W,OAKWOOD BLVD,LIVERNOIS/DRAGOON,7,Other principal arterial,35,402,5236.39619940208
1585010-82-9738-3.9872822-5.1688366,1585010,3.987282,5.168837,82-9738,2 - Two-Way Roadway,Trunkline,10494,617,524,93,Fort St W,STE. ANNE ST,JCT M-10,5,Other principal arterial,30,403,2571.05744138459
1585101-82-5662-0-0.1557449,1585101,0,0.1557449,82-5662,4 - Ramp,Ramp,6256,,,,M 10/Larned Ramp,N M 10,W Larned St,1,Other freeway,40,404,338.752439804044
1585105-82-3054-0-0.1927894,1585105,0,0.1927894,82-3054,4 - Ramp,Ramp,12207,,,,M 10/M 102 Ramp,N M 10,James Couzens Fwy,1,Other freeway,40,405,420.780161613816
1585106-82-7514-0-0.1512472,1585106,0,0.1512472,82-7514,4 - Ramp,Ramp,7576,,,,7 Mile/M 10 Ramp,James Couzens Fwy,N M 10,1,Other freeway,40,406,330.061887491619
1585107-82-7516-0-0.1987712,1585107,0,0.1987712,82-7516,4 - Ramp,Ramp,6062,,,,M 10/7 Mile Ramp,N M 10,James Couzens Fwy,1,Other freeway,40,407,433.875537060024
1585108-82-7518-0-0.1944673,1585108,0,0.1944673,82-7518,4 - Ramp,Ramp,8923,,,,M 10/Meyers Ramp,N M 10,James Couzens Fwy,1,Other freeway,40,408,424.406540558299
1585109-82-7506-0-0.1054379,1585109,0,0.1054379,82-7506,4 - Ramp,Ramp,3699,,,,Wyoming/M 10 Ramp,James Couzens Fwy,N M 10,1,Other freeway,40,409,229.703373874565
1585110-82-6539-0.1509123-0.1871809,1585110,0.1509123,0.1871809,82-6539,1 - One-Way Roadway,Non-Trunkline,1316,38,25,13,Hughes St,James Couzens Fwy,N M 10,3,Major collector,25,410,79.0022047157062
1585110-82-7503-0-0.1509123,1585110,0,0.1509123,82-7503,4 - Ramp,Ramp,6845,,,,M 10/Wyoming Ramp,Hughes St & N M 10/Wyoming RAMP,Wyoming St,1,Major collector,40,411,328.623524181062
1585204-82-7524-0-0.2062356,1585204,0,0.2062356,82-7524,4 - Ramp,Ramp,6367,,,,M 10/Livernois Ramp,N M 10,Hughes St,1,Other freeway,40,412,448.958625361447
1585205-82-7525-0-0.1833415,1585205,0,0.1833415,82-7525,4 - Ramp,Ramp,3086,,,,Linwood/M 10 Ramp,Hughes St,N M 10,1,Other freeway,40,413,399.156100075532
1585206-82-5078-0-0.1928053,1585206,0,0.1928053,82-5078,4 - Ramp,Ramp,3085,,,,M 10/Linwood Ramp,N M 10,Hughes St,1,Other freeway,40,414,419.763776680264
1585210-82-7529-0-0.1409889,1585210,0,0.1409889,82-7529,4 - Ramp,Ramp,1256,,,,M 10/Glendale Ramp,N M 10,Glendale St & Thomson St,1,Other freeway,40,415,307.836617887094
1585301-82-7531-0-0.1219673,1585301,0,0.1219673,82-7531,4 - Ramp,Ramp,2268,,,,Webb/M 10 Ramp,City/Twp Line,N M 10,1,Other freeway,40,416,266.087221986822
1585302-82-7533-0-0.1304847,1585302,0,0.1304847,82-7533,4 - Ramp,Ramp,1106,,,,M 10/Webb Ramp,N M 10,N M 10 Service Drive & Webb/N M 10 RAMP & Webb St,1,Other freeway,40,417,284.900769917293
1585303-82-7541-0-0.1528195,1585303,0,0.1528195,82-7541,4 - Ramp,Ramp,3626,,,,Chicago/M 10 Ramp,W Chicago Blvd,W Chicago Blvd,1,Other freeway,40,418,332.644412443247
1585304-82-7544-0-0.1496929,1585304,0,0.1496929,82-7544,4 - Ramp,Ramp,2523,,,,M 10/Chicago Ramp,N M 10,N M 10 Service Drive,1,Other freeway,40,419,326.553590509354
1585305-82-7545-0-0.1428391,1585305,0,0.1428391,82-7545,4 - Ramp,Ramp,2471,,,,M 10/Clairmount Ramp,N M 10,N M 10 Service Drive,1,Other freeway,40,420,311.844964175107
1585306-82-7547-0-0.0991617,1585306,0,0.0991617,82-7547,4 - Ramp,Ramp,4376,,,,Seward/M 10 Ramp,N M 10 Service Drive,N M 10,1,Other freeway,40,421,216.265829970546
1585307-82-7375-0-0.1572724,1585307,0,0.1572724,82-7375,4 - Ramp,Ramp,7279,,,,Grand/M 10 Ramp,N M 10 Service Drive,N M 10,1,Other freeway,40,422,343.075569040471
1585308-82-9094-0-0.1792859,1585308,0,0.1792859,82-9094,4 - Ramp,Ramp,7825,,,,M 10/Milwaukee Ramp,Milwaukee Ramp/Baltimore Cutof,W Milwaukee St,2,Other freeway,40,423,391.204606199125
1585309-82-7422-0-0.3064279,1585309,0,0.3064279,82-7422,4 - Ramp,Ramp,15249,,,,I 94/M 10 Ramp,W I 94,Bridge 11198,1,Interstate,40,424,667.356479673654
