OBJECTID,FENAME,FETYPE,NFC,LegalSystem,Nhs,FedAid,COUNTYL,COUNTYR,SEMMCDL,SEMMCDR,COMMUNITYL,COUNTYNAMEL,COMMUNITYR,COUNTYNAMER,VER,lenmi,Shape__Length
41821,Morningside,Dr,7,4,0,No,163,163,1085,1085,Grosse Pointe Woods,Wayne,Grosse Pointe Woods,Wayne,22,0.2825,1491.840367
41823,Morningside,Ave,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.111,586.2190545
41824,Morningside,Dr,7,5,0,No,163,163,1085,1085,Grosse Pointe Woods,Wayne,Grosse Pointe Woods,Wayne,22,0.61184,3231.089838
41825,Morningside,St,7,5,0,No,163,163,1085,1085,Grosse Pointe Woods,Wayne,Grosse Pointe Woods,Wayne,22,0.00808,42.65792398
41842,Mornington,Ct,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.08117,428.6928088
41843,Mornington,Rd,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.68388,3612.001146
41844,Morningview,Dr,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.12419,655.9416468
41848,Morningview,,7,5,0,No,163,163,1175,1175,Southgate,Wayne,Southgate,Wayne,22,0.28099,1484.036478
41853,Moross,Rd,3,2,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,5.18517,27382.86648
41854,Moross,Rd,3,2,1,Yes,163,163,1070,1070,Grosse Pointe Farms,Wayne,Grosse Pointe Farms,Wayne,22,0.01323,69.88483043
41855,Moross,Rd,4,2,0,Yes,163,163,1070,1070,Grosse Pointe Farms,Wayne,Grosse Pointe Farms,Wayne,22,0.89436,4723.129471
41856,Moross,Rd,4,4,0,Yes,163,163,1070,1070,Grosse Pointe Farms,Wayne,Grosse Pointe Farms,Wayne,22,0.5795,3060.306515
41857,Moross,Rd,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02593,136.9203265
41858,Moross,Rd,7,2,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02755,145.5149311
41860,Moross,Pl,7,5,0,No,163,163,1070,1070,Grosse Pointe Farms,Wayne,Grosse Pointe Farms,Wayne,22,0.06785,358.3408178
41862,Moross Rd,Turn,3,2,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.03526,186.2159457
41863,Moross Rd,Turn,7,2,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.09805,517.811053
41864,Moross/E I 94,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.07661,404.5835398
41865,Moross/E I 94,Ramp,1,1,1,Yes,163,163,1095,1095,Harper Woods,Wayne,Harper Woods,Wayne,22,0.0949,501.1532656
41866,Moross/W I 94,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16622,877.7880409
41868,Morrell,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.00455,24.00585905
41869,Morrell,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.25923,6650.423288
41875,Morris,Ave,7,5,0,No,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,0.47887,2529.153661
41876,Morris,Ave,7,5,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.81073,4281.841466
41877,Morris,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.14712,777.0309704
41879,Morrison,Blvd,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.08757,462.5027512
41881,Morrison,Blvd,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.49923,2636.715388
41882,Morrison,Ave,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.43352,2289.65076
41892,Morross,Ave,0,0,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.0284,150.0159811
41893,Morross,Cir,0,0,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.28291,1494.121679
41894,Morross,Ave,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,1.90553,10063.72894
41895,Morross,Ct,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.03828,202.1544972
41896,Morrow,Cir,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02712,143.2284649
41897,Morrow,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.14015,740.1653586
41902,Morrow,Cir,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.31996,1689.78458
41903,Morrow,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.10206,539.0164272
41904,Morrow,Cir,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,1.46665,7745.844962
41905,Morrow,Ave,7,5,0,No,163,163,1155,1155,River Rouge,Wayne,River Rouge,Wayne,22,0.33799,1785.065564
41909,Morse,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.1221,644.8425845
41914,Mortenview,Dr,5,4,0,Yes,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,2.02747,10708.15241
41915,Mortenview,Ave,7,3,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.05127,270.8203395
41916,Mortenview,Dr,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,1.59895,8445.009279
41917,Mortenview,Rd,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.24628,1300.743843
41921,Morton,Ave,7,3,0,No,163,163,1180,1180,Sumpter Twp,Wayne,Sumpter Twp,Wayne,22,0.09394,496.1695105
41922,Morton,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.12104,639.2248898
41923,Morton,Dr,7,5,0,No,163,163,1030,1030,Dearborn Heights,Wayne,Dearborn Heights,Wayne,22,0.08466,447.1091879
41928,Morton Taylor,Rd,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.59151,3124.126098
41929,Morton Taylor,Rd,4,2,0,Yes,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,2.01858,10661.32043
41930,Morton Taylor,Rd,5,3,0,Yes,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.501,2646.068667
41931,Morton Taylor,Rd,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.8515,4497.325353
41932,Morton Taylor,Rd,7,3,0,No,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,3.00572,15875.34029
41935,Moselle,Pl,7,5,0,No,163,163,1070,1070,Grosse Pointe Farms,Wayne,Grosse Pointe Farms,Wayne,22,0.05773,304.8874091
41938,Moses,St,7,4,0,No,163,163,1045,1045,Flat Rock (Wayne),Wayne,Flat Rock (Wayne),Wayne,22,0.13195,696.9444933
41943,Moss,St,7,5,0,No,163,163,1100,1100,Highland Park,Wayne,Highland Park,Wayne,22,0.68993,3643.64453
41952,Motor,Dr,3,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.31272,1651.566752
41961,Mott,Rd,7,3,0,No,163,163,1020,1200,Canton Twp,Wayne,Van Buren Twp,Wayne,22,0.99793,5270.794089
41969,Moulon Rouge,Dr,0,0,0,No,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.29903,1579.397598
41970,Mound,Rd,3,2,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,5.77201,30482.66556
41977,Mound Rd,Turn,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.03397,179.3751332
41979,Mound/Mount Elliott,Ramp,3,7,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.04187,221.0962372
41984,Mount Elliot/E I 94,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.11051,583.614887
41985,Mount Elliot/W I 94,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16528,872.8650953
41986,Mount Elliott,Ave,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16849,889.838184
41987,Mount Elliott,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.04603,243.0980079
41988,Mount Elliott,St,3,2,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.0356,188.0305144
41989,Mount Elliott,St,3,4,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.27201,11998.82917
41990,Mount Elliott,Ct,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.2144,1132.252279
41991,Mount Elliott,St,4,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,5.7121,30166.41994
41992,Mount Elliott,St,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.15125,798.7749756
41995,Mount Olive,Dr,7,3,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.4902,2589.106
41996,Mount Olivet,St,7,4,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.15864,837.7760741
41997,Mount Olivet,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.38902,2054.443813
42002,Mount Vernon,Dr,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.2817,1487.79775
42003,Mount Vernon,St,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.05179,273.534296
42011,Mount Vernon,Rd,7,3,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.14997,792.0876285
42016,Mount Vernon,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.6382,3370.452315
42017,Mount Vernon,Rd,7,5,0,No,163,163,1070,1070,Grosse Pointe Farms,Wayne,Grosse Pointe Farms,Wayne,22,0.51219,2704.897207
42018,Mount Vernon,Dr,7,5,0,No,163,163,1110,1110,Inkster,Wayne,Inkster,Wayne,22,0.31835,1681.342328
42026,Mountain,Way,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.10336,545.9060799
42034,Mountain,Ct,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.02497,131.8988342
42074,Moyes,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.12546,662.6163624
42082,Mueller,Ave,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.45582,2407.434008
42092,Muir,Rd,7,5,0,No,163,163,1070,1070,Grosse Pointe Farms,Wayne,Grosse Pointe Farms,Wayne,22,0.57115,3016.254372
42095,Muirfield,Ct,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.05427,286.6303641
42096,Muirfield,Dr,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.53469,2824.022379
42097,Muirfield,Ln,0,0,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.45938,2426.194316
42098,Muirfield,Dr,0,0,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.13381,706.7082904
42108,Muirfield,Dr,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.08513,449.6048869
42109,Muirfield,Dr,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.14877,785.7290018
42113,Muirland,Dr,7,3,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.11479,606.2802919
42114,Muirland,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.21371,11691.13759
42121,Mulberry,Ln,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.09589,506.433344
42122,Mulberry,Ct,0,0,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.03225,170.3073079
42123,Mulberry,Way,0,0,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.54314,2868.61659
42124,Mulberry,Dr,0,0,0,No,163,163,1180,1180,Sumpter Twp,Wayne,Sumpter Twp,Wayne,22,0.48038,2537.263761
42125,Mulberry,St,0,0,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.08248,435.6070287
42144,Mulberry,St,7,4,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.3059,1615.631724
42147,Mulberry,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06593,348.1819354
42148,Mulberry,Ave,7,5,0,No,163,163,1160,1160,Riverview,Wayne,Riverview,Wayne,22,0.68053,3594.315038
42149,Mulberry,Ave,7,5,0,No,163,163,1175,1175,Southgate,Wayne,Southgate,Wayne,22,1.54426,8156.120145
42150,Mulberry,Trl,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.13918,735.0889201
42151,Mulberry,St,7,5,0,No,163,163,1220,1220,Wyandotte,Wayne,Wyandotte,Wayne,22,0.20189,1066.28055
42160,Mulford,Pl,7,5,0,No,163,163,1100,1100,Highland Park,Wayne,Highland Park,Wayne,22,0.12927,682.6929028
42167,Mullane,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.5391,2847.176692
42184,Muncey,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.0358,189.0364637
42189,Munger,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,1.02167,5395.883857
42190,Munger,Ct,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.05163,272.6936558
42191,Munger,Dr,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.5856,3092.791578
42192,Munger,Rd,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.3436,1814.717209
42193,Munger,St,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.50471,2665.594212
42194,Munich,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.28971,6811.018745
42196,Munro,St,7,4,0,No,163,163,1055,1055,Gibraltar,Wayne,Gibraltar,Wayne,22,0.18938,1000.24946
42197,Munro,St,7,5,0,No,163,163,1055,1055,Gibraltar,Wayne,Gibraltar,Wayne,22,0.22684,1198.088286
42201,Munson,Ave,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.3412,1802.047116
42203,Murat,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.30892,1631.45678
42231,Murray,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.07997,422.3458835
42232,Murray,,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.0133,70.24158689
42233,Murray,St,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.16834,889.1077686
42234,Murray,St,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.37568,1984.17854
42242,Murray Hill,Dr,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.31305,1653.436383
42244,Murray Hill,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,2.97879,15731.84632
42252,Muse,St,7,1,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.12201,644.3580587
42253,Museum,Rd,0,0,0,No,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.2714,1433.459137
42256,Muskegon,Ct,7,5,0,No,163,163,1210,1210,Westland,Wayne,Westland,Wayne,22,0.23223,1226.55926
42258,Musket,St,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.02975,157.1208399
42260,Musket,St,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.06875,363.0909481
42265,Muskoka,Rd,7,5,0,No,163,163,1070,1070,Grosse Pointe Farms,Wayne,Grosse Pointe Farms,Wayne,22,0.1187,626.8655979
42282,Myler,Ave,7,5,0,No,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,0.49733,2626.693402
42294,Myrna,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.45469,2401.446388
42295,Myrna,Ct,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.27132,1432.940006
42296,Myrna,Dr,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.18453,974.6061602
42297,Myrna,St,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.85065,4492.639079
42303,Myron,Ave,7,5,0,No,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,0.47802,2524.68855
42304,Myron,Ave,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.50454,2664.712009
42305,Myron,Dr,7,5,0,No,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.6214,3281.870373
42306,Myron,Ave,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.11938,630.501325
42318,Myrtle,St,7,4,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.35711,1886.085351
42319,Myrtle,,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.49582,2618.684505
42320,Myrtle,St,7,5,0,No,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.14189,749.3729898
42321,Myrtle,Ave,7,5,0,No,163,163,1155,1155,River Rouge,Wayne,River Rouge,Wayne,22,0.11955,631.3708297
42322,Myrtle,St,7,5,0,No,163,163,1205,1205,Wayne,Wayne,Wayne,Wayne,22,0.34884,1842.408663
42329,Mystic,Cir,0,0,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.49175,2597.185783
42334,Mystic,Ct,7,3,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.07042,371.9226195
42341,Mystic Forest,Ct,0,0,0,No,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.05349,282.5124703
42342,Mystic Forest,Dr,0,0,0,No,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.21126,1115.7828
42352,Mystic Valley,Ct,0,0,0,No,163,163,1135,1135,Northville Twp,Wayne,Northville Twp,Wayne,22,0.0758,400.336988
42360,N Allen/SW Dix Toledo,Ramp,3,2,0,Yes,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,0.05316,280.7930511
42363,N Beck/E M 14,Ramp,2,1,1,Yes,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.30427,1607.030339
42366,N Beck/W M 14,Ramp,2,1,1,Yes,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.26649,1407.470237
42367,N Belleville/E I 94,Ramp,1,1,1,Yes,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.38049,2009.642414
42368,N Belleville/W I 94,Ramp,1,1,1,Yes,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.22396,1182.917403
42372,N Conner/W I 94,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.18775,991.5354542
42375,N Dingell/Departure Level,Ramp,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.15772,833.0154267
42376,N Dingell/Domestic Arrival,Ramp,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.11978,632.6632056
42377,N Dingell/Internatnl Arrival,Ramp,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.12053,636.6151122
42378,N Dingell/McNamara Terminal,Ramp,0,0,0,No,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.36179,1910.848262
42381,N Evergreen/E M 153,Ramp,3,1,1,Yes,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.23993,1267.191828
42382,N Evergreen/W M 153,Ramp,3,1,1,Yes,163,163,1025,1025,Dearborn,Wayne,Dearborn,Wayne,22,0.18665,985.7794362
42383,N Fort/N I 75,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.23675,1250.391606
42384,N Haggerty/E I 94,Ramp,1,1,1,Yes,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.27916,1474.423029
42385,N Haggerty/W I 94,Ramp,1,1,1,Yes,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.20578,1086.892312
42386,N I 275,,1,1,1,Yes,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,6.08693,32148.76493
42387,N I 275,,1,1,1,Yes,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,5.99975,31689.49582
42388,N I 275,,1,1,1,Yes,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,2.90846,15361.05235
42389,N I 275,,1,1,1,Yes,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,4.45584,23534.47224
42390,N I 275,,1,1,1,Yes,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,2.84755,15039.88242
42395,N I 275 CD,,1,1,1,Yes,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.8286,4376.243202
42396,N I 275 CD,,1,1,1,Yes,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,1.12475,5940.606429
42397,N I 275/Ann Arbor,Ramp,1,1,1,Yes,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.36535,1929.612609
42399,N I 275/E I 94,Ramp,1,1,1,Yes,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.619,3269.365377
42400,N I 275/E M 14,Ramp,1,1,1,Yes,163,163,1120,1120,Livonia,Wayne,Livonia,Wayne,22,0.08853,467.5812607
42401,N I 275/E M 14,Ramp,1,1,1,Yes,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.39076,2063.790983
42402,N I 275/Ecorse,Ramp,1,1,1,Yes,163,163,1200,1200,Van Buren Twp,Wayne,Van Buren Twp,Wayne,22,0.43431,2293.876363
42403,N I 275/Eureka,Ramp,1,1,1,Yes,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.41849,2210.35584
42404,N I 275/M 153,Ramp,1,1,1,Yes,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.41178,2174.865683
42405,N I 275/Sibley,Ramp,1,1,1,Yes,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.42827,2262.035085
42406,N I 275/South Huron,Ramp,1,1,1,Yes,163,163,1105,1105,Huron Twp,Wayne,Huron Twp,Wayne,22,0.40557,2142.131276
42408,N I 275/US 12,Ramp,1,1,1,Yes,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.40038,2114.638075
42409,N I 275/US 12,Ramp,3,1,1,Yes,163,163,1020,1020,Canton Twp,Wayne,Canton Twp,Wayne,22,0.03546,187.3223026
42410,N I 275/W I 94,Ramp,1,1,1,Yes,163,163,1170,1170,Romulus,Wayne,Romulus,Wayne,22,0.24993,1320.031694
42411,N I 275/W M 14,Ramp,1,1,1,Yes,163,163,1145,1145,Plymouth Twp,Wayne,Plymouth Twp,Wayne,22,0.26343,1391.284725
42413,N I 375,,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,1.14671,6056.033759
42414,N I 375 Service Drive,,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.56221,2969.173082
42415,N I 375 Service Drive,,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.08449,446.2227312
42416,N I 375/Gratiot Conn,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.33105,1748.371808
42417,N I 375/S I 75,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.36114,1907.256045
42418,N I 75,,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,15.74278,83141.95026
42419,N I 75,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.47598,2513.75958
42420,N I 75,,1,1,1,Yes,163,163,1005,1005,Allen Park,Wayne,Allen Park,Wayne,22,0.80965,4276.227923
42421,N I 75,,1,1,1,Yes,163,163,1015,1015,Brownstown Twp,Wayne,Brownstown Twp,Wayne,22,4.02138,21239.73364
42422,N I 75,,1,1,1,Yes,163,163,1090,1090,Hamtramck,Wayne,Hamtramck,Wayne,22,0.78243,4132.154541
42423,N I 75,,1,1,1,Yes,163,163,1115,1115,Lincoln Park,Wayne,Lincoln Park,Wayne,22,2.5186,13301.9605
42424,N I 75,,1,1,1,Yes,163,163,1125,1125,Melvindale,Wayne,Melvindale,Wayne,22,0.20223,1068.049196
42425,N I 75,,1,1,1,Yes,163,163,1165,1165,Rockwood,Wayne,Rockwood,Wayne,22,1.0523,5558.07496
42426,N I 75,,1,1,1,Yes,163,163,1175,1175,Southgate,Wayne,Southgate,Wayne,22,1.69891,8972.876065
42427,N I 75,,1,1,1,Yes,163,163,1185,1185,Taylor,Wayne,Taylor,Wayne,22,1.86131,9830.730066
42428,N I 75,,1,1,1,Yes,163,163,1215,1215,Woodhaven,Wayne,Woodhaven,Wayne,22,3.10099,16378.55563
42455,N I 75 CD,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.77538,4095.010146
42457,N I 75 CD/12th,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.1762,930.5449012
42458,N I 75 CD/N I 75,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.10874,574.2878267
42459,N I 75 Service Drive,,0,0,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.27423,1448.311519
42460,N I 75 Service Drive,,5,1,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.36767,1941.728094
42461,N I 75 Service Drive,,5,4,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,6.17151,32593.30736
42462,N I 75 Service Drive,,5,5,0,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.99748,5267.930723
42463,N I 75 Service Drive,,7,5,0,No,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.50529,2668.650114
42467,N I 75/7 Mile,Ramp,1,1,1,Yes,163,163,5,5,Detroit,Wayne,Detroit,Wayne,22,0.16857,890.2567914
